# millis,meanX,meanY,meanZ,sdMag,enmo,range,samples  (g, burst means)
1787914550015,-0.68990,-0.78331,-0.21665,0.00024,0.06605,0.00149,504
1787914855110,-0.80786,-0.69130,0.03030,0.00988,0.06386,0.08487,334
1787915160152,-0.06399,-0.65180,-0.83968,0.01059,0.06515,0.06421,250
1787915465230,-0.43524,-0.46140,-0.28628,0.45285,0.11501,2.09224,505
1787915771070,0.07965,-1.01021,-0.01786,0.03318,0.04994,0.49309,505
1787918436873,-0.04484,-0.66958,0.76360,0.00827,0.01767,0.05805,250
1787918597634,0.07910,-0.52712,0.81049,0.03300,0.00474,0.22434,503
1787918902716,0.09258,-0.87613,0.53314,0.00116,0.02976,0.02497,504
1787919208114,-1.12419,-0.29394,0.07696,0.28800,0.32537,1.56118,470
1787919513180,-0.25079,-0.68617,0.59100,0.09278,0.01750,0.29539,505
1787919818320,-0.27415,-0.73872,0.66681,0.06194,0.03814,1.13412,345
1787920123410,-0.13026,-0.61515,0.75078,0.03614,0.01007,0.17357,334
1787920429070,0.06111,-0.48485,0.84585,0.03064,0.00701,0.17776,505
1787924287834,0.02776,-0.12634,-1.05380,0.01040,0.06171,0.02824,504
1787924592904,0.25155,-0.81287,0.56046,0.00440,0.01895,0.02364,505
1787924897975,-0.05745,-1.04098,0.08724,0.01945,0.04645,0.11586,506
1787925203064,-0.00982,-1.04540,0.14506,0.04285,0.06147,0.46283,506
1787925281694,-0.02890,-1.06733,0.14678,0.03501,0.07822,0.12586,505
1787925517826,-0.19826,-0.84564,0.52344,0.06233,0.04867,0.39392,249
1787925608725,-0.26411,-0.75342,0.62861,0.00610,0.01624,0.03067,505
1787925913784,0.36583,-0.61365,0.69774,0.01683,0.00357,0.16084,369
1787925939427,-0.11488,-0.78723,0.64214,0.00931,0.02263,0.03013,254
1787926244506,-0.00100,-0.03397,-1.03062,0.00024,0.03118,0.00148,504
1787926549580,-0.40636,-0.62392,0.71782,0.00635,0.03428,0.03754,505
1787926855070,0.12734,-0.56898,0.80892,0.00641,0.00107,0.04740,504
1787927161060,0.56060,-0.73585,0.41303,0.01047,0.01404,0.06247,505
1787927466221,-0.07409,-0.49860,0.42417,0.38000,0.20004,3.58871,505
1787927645351,0.34971,-0.88276,0.34620,0.01079,0.01071,0.03540,502
1787927950420,0.35139,-0.88124,0.34662,0.00953,0.01012,0.03549,505
1787928148591,0.36611,-0.88197,0.34620,0.00833,0.01582,0.03566,505
1787928453650,0.36778,-0.90150,0.34614,0.01123,0.03336,0.03522,340
1787928758811,0.36707,-0.88543,0.34586,0.01003,0.01906,0.03524,505
1787929063903,0.27983,-0.95543,0.28158,0.01320,0.03463,0.03432,505
1787929368969,0.27936,-0.94154,0.27435,0.00525,0.01978,0.03418,504
1787929674110,0.27971,-0.94389,0.25299,0.00810,0.01646,0.02738,505
1787929979251,0.27970,-0.95125,0.25102,0.01257,0.02281,0.02784,504
1787930284321,0.27956,-0.94676,0.23550,0.01257,0.01496,0.03325,505
1787930421080,0.27987,-0.94584,0.24703,0.00968,0.01689,0.03369,506
1787930726151,0.15432,-1.00242,0.15910,0.00054,0.02663,0.00525,274
1787931031219,0.15406,-1.00287,0.15874,0.00127,0.02698,0.02910,504
1787931336359,-0.21070,0.92914,0.18792,0.01121,0.00000,0.03836,505
1787931641511,-0.18938,0.90686,0.21971,0.00598,0.00000,0.02816,504
1787931946659,0.27977,-0.94312,0.25298,0.00719,0.01575,0.02842,504
1787932036180,0.28010,-0.94126,0.25342,0.00374,0.01423,0.02763,505
1787932341260,0.27663,-0.96478,0.25239,0.00937,0.03492,0.03446,504
1787932646419,-0.51338,-0.58859,0.65787,0.00718,0.02130,0.03145,504
1787932951550,-0.75057,-0.40860,0.56411,0.00200,0.02398,0.03212,486
1787933148496,-0.92574,-0.28504,0.00234,0.13111,0.06493,1.59892,250
1787933453572,-0.12007,-0.99046,-0.08390,0.09043,0.08378,0.93620,505
1787933573610,-0.16292,-0.86423,-0.34069,0.09770,0.08389,1.02994,506
1787933772539,-0.49437,-0.66391,-0.08892,0.17498,0.11381,1.32155,251
1787934077691,-0.19166,-0.93159,-0.11025,0.32228,0.25226,2.60842,504
1787934382840,-0.15898,-0.15813,0.94621,0.06258,0.01969,0.61011,388
1787934688087,0.16362,-0.65494,0.76802,0.05179,0.06459,0.51607,504
1787934993240,-0.10825,-0.69240,0.71349,0.05870,0.01922,0.59680,505
1787935298391,0.25263,-0.95782,-0.02740,0.25496,0.27412,1.08465,504
1787935603470,0.18546,-0.41324,0.87680,0.00403,0.00000,0.01453,505
1787935902609,0.14958,0.51793,0.82553,0.03185,0.00978,0.28430,306
1787936207663,-0.14779,-0.67773,0.74031,0.05366,0.03112,0.29308,253
1787936311051,-0.15192,-0.71150,0.71852,0.03839,0.03136,0.29961,506
1787936335578,0.03695,0.73914,0.59292,0.04337,0.00269,0.22345,255
1787936640661,-0.21073,-0.71201,0.73191,0.03447,0.04659,0.20548,505
1787936945811,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,256
1787940557067,-1.20094,-0.49374,-0.20705,0.41067,0.45317,2.02647,505
1787940862179,-0.66055,-0.83336,-0.02771,0.04937,0.06619,1.10715,485
1787941167280,-0.61485,-0.85862,0.06589,0.00730,0.05833,0.04841,505
1787941472391,-0.61573,-0.85528,0.10631,0.00876,0.05996,0.10019,504
1787941777460,-0.96682,-0.35551,0.13849,0.02485,0.04385,0.28730,494
1787942082524,-0.98678,-0.34235,-0.05976,0.07493,0.05118,1.05980,402
1787942387638,-0.99799,-0.30884,0.03479,0.01561,0.04615,0.11560,504
1787942692731,-0.99267,-0.28957,0.01444,0.02570,0.03926,0.27552,505
1787942997820,-1.01906,-0.34634,0.01487,0.02848,0.07741,0.10022,403
1787943302920,-0.97117,-0.36212,-0.09274,0.00497,0.04071,0.01140,505
1787943608013,-0.93078,-0.49621,0.01118,0.01456,0.05516,0.10865,505
1787943913120,-0.99464,-0.34119,-0.01782,0.01930,0.05379,0.19360,505
1787944218227,-1.00407,-0.19968,0.06693,0.02424,0.02826,0.32403,504
1787944523320,-1.02330,-0.31907,0.03169,0.06395,0.08075,0.81066,505
1787944828387,-0.92404,-0.31777,0.26512,0.01818,0.01506,0.06417,504
1787945133491,-0.57939,-0.87850,0.14749,0.00992,0.06302,0.06545,504
1787945438587,-0.66088,-0.53563,0.54701,0.03124,0.02054,0.21269,505
1787945743684,-0.69635,-0.79780,0.09836,0.01375,0.06392,0.14664,505
1787946048815,-0.96347,-0.30531,-0.04733,0.04118,0.02349,0.25333,506
1787946353942,0.34676,-0.82493,0.20953,0.04620,0.02408,0.50584,505
1787946659041,-0.95873,-0.34517,0.02585,0.05917,0.03225,0.52085,505
1787946964127,-1.00067,-0.32103,0.14279,0.02608,0.06293,0.09974,505
1787947269230,-0.70007,-0.78125,0.09696,0.00873,0.05363,0.02640,505
1787947574319,-0.08500,-0.91635,-0.09512,0.08413,0.05851,0.81198,505
1787947879420,-0.96924,-0.35207,-0.05796,0.02686,0.03889,0.30611,505
1787948184500,-0.97174,-0.32248,0.12689,0.00877,0.03196,0.09455,505
1787948490070,-0.99984,-0.26434,0.10734,0.00761,0.04016,0.07066,505
1787948796070,-0.53191,-0.16775,0.08321,0.12674,0.04241,1.10096,505
1787949101201,-0.57131,-0.44024,0.08721,0.43736,0.09848,1.89852,505
1787949407080,-0.99987,-0.24690,0.19103,0.18786,0.10750,1.26277,505
1787949713078,-1.23529,-0.17355,0.33616,0.30190,0.35527,1.16435,505
1787950018247,-1.00408,-0.19438,-0.00497,0.29129,0.12309,1.93666,505
1787950323358,-0.90395,-0.26017,-0.00578,0.30302,0.11212,1.36860,504
1787950628452,-0.84780,-0.39992,0.01455,0.24098,0.09172,1.02970,505
1787950933699,-0.54115,-0.29183,0.29047,0.28674,0.12196,1.67231,253
1787951238790,0.12372,-0.72150,0.68953,0.00029,0.00565,0.00466,505
1787951543870,-0.89131,-0.39187,-0.32263,0.07032,0.04920,1.07288,505
1787951849008,-0.03151,-0.97143,-0.43534,0.00055,0.06498,0.00194,474
1787952154108,0.18928,-0.74484,0.71019,0.05648,0.05835,0.26198,505
1787957314069,0.46840,-0.52999,0.55840,0.07015,0.00724,0.85303,505
1787957619220,-0.47000,-0.85035,-0.45399,0.02072,0.07387,0.16072,505
1787957924319,0.72688,0.24603,0.56709,0.01690,0.00071,0.20743,370
1787958229460,0.71073,-0.60679,-0.30156,0.04188,0.04022,0.43005,504
1787958535070,-0.84503,-0.02345,0.56043,0.00408,0.01436,0.01631,505
1787958840220,0.34076,-0.81543,0.49979,0.00226,0.01530,0.03733,506
1787959145300,0.34183,-0.87470,0.40821,0.00439,0.02401,0.02545,505
1787959452071,0.34181,-0.87380,0.40899,0.00530,0.02356,0.03608,505
1787960367331,0.31135,-0.84358,0.47062,0.00363,0.01511,0.03444,503
1787960672450,0.31091,-0.84381,0.47157,0.00209,0.01547,0.02460,505
